Date|Username|IP|Host
March 31, 2010, 1:38:08 pm|mcph8460|99.236.135.174|CPE00222d7a60d6-CM00222d7a60d2.cpe.net.cable.rogers.com
March 31, 2010, 1:40:14 pm|boss9120|99.236.137.93|CPE00222d18a463-CM00222d18a45f.cpe.net.cable.rogers.com
March 31, 2010, 1:46:25 pm|ahre1010|172.20.11.18|172.20.11.18
March 31, 2010, 1:49:18 pm|Nimm2910|99.236.35.118|CPE0025bce331da-CM001225dffa80.cpe.net.cable.rogers.com
March 31, 2010, 1:49:47 pm|ozso8710|216.99.50.103|ip-103.50.99.216.dsl-cust.ca.inter.net
March 31, 2010, 2:19:31 pm|zabe7720|99.235.229.146|CPE001a7075e7e5-CM001ceacc9328.cpe.net.cable.rogers.com
March 31, 2010, 2:25:59 pm|chee8480|172.21.26.115|172.21.26.115
March 31, 2010, 2:42:20 pm|gall3240|99.236.97.36|CPE0016b641cf92-CM001947935614.cpe.net.cable.rogers.com
March 31, 2010, 3:10:08 pm|woot1820|99.236.105.154|CPE001d7e52928b-CM000a7363c854.cpe.net.cable.rogers.com
March 31, 2010, 3:38:13 pm|harr8270|172.21.25.221|172.21.25.221
March 31, 2010, 4:21:11 pm|miln9460|172.21.28.62|172.21.28.62
March 31, 2010, 4:28:21 pm|prup3300|172.21.27.154|172.21.27.154
March 31, 2010, 4:31:13 pm|grad2630|172.20.2.246|172.20.2.246
March 31, 2010, 4:45:06 pm|grah1870|174.113.183.141|CPE00222d10c798-CM00222d10c794.cpe.net.cable.rogers.com
March 31, 2010, 5:09:48 pm|dhil8190|205.189.25.81|wlu-25-81.wlu.ca
March 31, 2010, 5:13:15 pm|munr0250|99.236.201.173|CPE00222d3922ea-CM00222d3922e6.cpe.net.cable.rogers.com
March 31, 2010, 5:20:52 pm|huss5140|173.32.145.236|CPE001e58059984-CM0011e6c798b3.cpe.net.cable.rogers.com
March 31, 2010, 5:42:31 pm|brow3280|99.235.208.79|CPE001346f43c57-CM000e5ce67712.cpe.net.cable.rogers.com
March 31, 2010, 5:47:17 pm|stav1160|172.20.16.27|172.20.16.27
March 31, 2010, 7:44:40 pm|todo5460|172.20.14.110|172.20.14.110
March 31, 2010, 8:46:14 pm|wats1980|99.255.150.28|CPE001c1035c0f2-CM0011aea1a612.cpe.net.cable.rogers.com
April 1, 2010, 12:25:36 am|fern4270|172.20.16.209|172.20.16.209
April 1, 2010, 8:13:07 am|gosn1200|172.20.12.30|172.20.12.30
April 1, 2010, 8:52:42 am|HEND3020|173.32.155.88|CPE001cc06c5f46-CM0019475d1900.cpe.net.cable.rogers.com
April 1, 2010, 9:44:40 am|pool8970|205.189.25.218|wlu-25-218.wlu.ca
April 1, 2010, 10:46:57 am|sach7030|216.249.62.101|216.249.62.101
April 1, 2010, 12:03:25 pm|moss2820|173.33.47.121|CPE00222d6f9fef-CM00222d6f9feb.cpe.net.cable.rogers.com
April 1, 2010, 12:21:25 pm|vanx4810|205.189.25.243|wlu-25-243.wlu.ca
April 1, 2010, 12:44:14 pm|fami6420|172.21.26.140|172.21.26.140
April 1, 2010, 1:23:08 pm|lebe6850|172.21.25.178|172.21.25.178
April 1, 2010, 1:47:05 pm|tang9810|173.33.40.223|CPE00222d1d208f-CM00222d1d208b.cpe.net.cable.rogers.com
April 1, 2010, 1:47:43 pm|swid6760|99.254.175.54|CPE00222d2e4a86-CM00222d2e4a82.cpe.net.cable.rogers.com
April 1, 2010, 2:41:41 pm|spal4260|70.27.26.134|bas1-kitchener09-1176181382.dsl.bell.ca
April 1, 2010, 2:45:16 pm|akovacsik|205.189.26.78|205.189.26.78
April 1, 2010, 3:01:35 pm|well0940|99.255.51.62|CPE0018f8c0bf83-CM0011ae92cb7e.cpe.net.cable.rogers.com
April 1, 2010, 3:54:13 pm|bess8760|173.32.155.18|CPE002401cb4d1f-CM00252e20e444.cpe.net.cable.rogers.com
April 1, 2010, 4:46:03 pm|tsuj0590|72.138.13.143|CPE000625597189-CM001bd71e7c96.cpe.net.cable.rogers.com
April 1, 2010, 7:32:31 pm|miln5900|99.255.151.106|CPE002191ee036d-CM001a66826ac6.cpe.net.cable.rogers.com
April 2, 2010, 9:36:00 am|broc2960|76.67.102.153|bas1-thornhill40-1279485593.dsl.bell.ca
April 2, 2010, 9:58:43 am|berk5790|99.236.137.204|CPE0013f7f2d4bc-CM0013f7f2d4b8.cpe.net.cable.rogers.com
April 2, 2010, 3:48:43 pm|mass0930|99.236.18.148|CPE0013f7f825f2-CM0013f7f825ee.cpe.net.cable.rogers.com
April 2, 2010, 5:31:10 pm|wils0206|99.236.171.60|CPE001ee54a7324-CM001225d750f0.cpe.net.cable.rogers.com
April 2, 2010, 7:55:38 pm|bren9640|69.7.255.194|69.7.255.194
April 3, 2010, 2:27:59 pm|elli7680|70.27.28.120|bas1-kitchener09-1176181880.dsl.bell.ca
April 3, 2010, 2:44:43 pm|grie5310|72.39.4.118|d72-39-4-118.home1.cgocable.net
April 3, 2010, 6:28:31 pm|kami6360|99.238.5.121|CPE001d7e43da8f-CM000a73a87e4d.cpe.net.cable.rogers.com
April 3, 2010, 9:53:12 pm|harn5790|209.213.253.42|dsl1824.rba1.pppoe.execulink.com
April 4, 2010, 5:59:59 pm|gome5740|172.21.29.203|172.21.29.203
April 4, 2010, 8:04:59 pm|mark0410|99.247.118.107|CPE0013f7acc6d8-CM0013f7acc6d4.cpe.net.cable.rogers.com
April 5, 2010, 10:29:10 am|tabi7590|99.236.121.22|CPE001fe2d5b491-CM001947457098.cpe.net.cable.rogers.com
April 5, 2010, 2:44:36 pm|henr4330|99.242.190.179|CPE00223f17dffb-CM000f211ff2a9.cpe.net.cable.rogers.com
April 6, 2010, 11:11:04 am|jenn5450|172.21.37.119|172.21.37.119
April 6, 2010, 8:40:03 pm|elke2360|99.235.230.247|CPE00222d1c5b7f-CM00222d1c5b7b.cpe.net.cable.rogers.com
April 7, 2010, 1:25:58 pm|shaw7950|99.236.182.77|CPE0013464ba041-CM0018c0b3e454.cpe.net.cable.rogers.com
April 7, 2010, 3:31:46 pm|szto9220|172.21.33.229|172.21.33.229
April 8, 2010, 9:47:12 am|dfacey|205.189.26.87|205.189.26.87
April 9, 2010, 5:42:13 pm|hunt7980|99.250.66.38|CPE001c1027ecb5-CM00195edbf682.cpe.net.cable.rogers.com
April 14, 2010, 9:18:58 am|jeulenberg|205.189.26.93|205.189.26.93
April 14, 2010, 9:24:32 am|akovacsik|205.189.26.78|205.189.26.78
April 15, 2010, 12:33:22 am|uhri9800|99.236.13.29|CPE00259c30a7bd-CM0011ae02a8a4.cpe.net.cable.rogers.com
April 17, 2010, 4:47:37 pm|hunt7980|173.32.155.182|CPE0013f7fcc7de-CM0013f7fcc7da.cpe.net.cable.rogers.com
April 23, 2010, 3:54:17 pm|welc3900|172.20.13.52|172.20.13.52
April 29, 2010, 1:39:00 pm|jeulenberg|205.189.26.93|205.189.26.93
May 5, 2010, 2:29:33 pm|akovacsik|205.189.26.78|205.189.26.78
May 5, 2010, 4:21:03 pm|akovacsik|205.189.26.78|205.189.26.78
May 6, 2010, 8:48:56 am|akovacsik|205.189.26.78|205.189.26.78
May 7, 2010, 1:57:44 pm|akovacsik|205.189.26.78|205.189.26.78
May 7, 2010, 2:31:02 pm|akovacsik|205.189.26.78|205.189.26.78
May 11, 2010, 5:00:37 pm|akovacsik|99.254.168.106|CPE0018f85cfc28-CM0011aea58e10.cpe.net.cable.rogers.com
May 17, 2010, 1:49:05 pm|akovacsik|205.189.26.78|205.189.26.78
May 17, 2010, 3:20:17 pm|akovacsik|205.189.26.78|205.189.26.78
May 17, 2010, 4:43:11 pm|akovacsik|205.189.26.78|205.189.26.78
May 17, 2010, 4:43:17 pm|akovacsik|205.189.26.78|205.189.26.78
May 17, 2010, 4:43:28 pm|akovacsik|205.189.26.78|205.189.26.78
May 19, 2010, 1:57:18 pm|jeulenberg|205.189.26.93|205.189.26.93
May 19, 2010, 2:00:11 pm|akovacsik|205.189.26.78|205.189.26.78
May 19, 2010, 2:54:06 pm|jeulenberg|205.189.26.93|205.189.26.93
May 19, 2010, 4:21:18 pm|akovacsik|205.189.26.78|205.189.26.78
July 2, 2010, 10:23:07 am|akovacsik|205.189.26.78|205.189.26.78
November 19, 2010, 2:24:04 pm|akovacsik|205.189.26.78|205.189.26.78
November 30, 2010, 11:05:04 am|akovacsik|205.189.26.78|205.189.26.78
December 6, 2010, 10:12:57 am|akovacsik|205.189.26.78|205.189.26.78
December 6, 2010, 10:14:52 am|akovacsik|205.189.26.78|205.189.26.78
December 6, 2010, 12:50:36 pm|eriggin|205.189.26.93|205.189.26.93
December 6, 2010, 2:01:28 pm|eriggin|205.189.26.93|205.189.26.93
December 6, 2010, 2:19:58 pm|akovacsik|205.189.26.78|205.189.26.78
December 6, 2010, 2:51:48 pm|kova8670|205.189.26.78|205.189.26.78
December 6, 2010, 2:55:05 pm|eriggin|205.189.26.93|205.189.26.93
December 6, 2010, 2:55:25 pm|kova8670|205.189.26.78|205.189.26.78
December 6, 2010, 3:03:13 pm|dhil0960|174.113.196.21|CPE00222de3bca5-CM00222de3bca1.cpe.net.cable.rogers.com
December 6, 2010, 3:08:25 pm|zale6590|99.225.5.130|CPE00c09fad951b-CM001371869486.cpe.net.cable.rogers.com
December 6, 2010, 3:08:50 pm|klem5550|99.235.251.109|CPE00222d181f0d-CM00222d181f09.cpe.net.cable.rogers.com
December 6, 2010, 3:18:38 pm|poll9300|99.236.66.179|CPE001346f98397-CM00195eefa5f6.cpe.net.cable.rogers.com
December 6, 2010, 3:19:55 pm|mayh7840|24.150.214.234|d24-150-214-234.home.cgocable.net
December 6, 2010, 3:34:53 pm|madz6760|209.195.116.6|i209-195-116-6.cia.com
December 6, 2010, 3:39:47 pm|vanm2840|172.20.11.230|172.20.11.230
December 6, 2010, 3:46:11 pm|corn5760|172.21.25.203|172.21.25.203
December 6, 2010, 3:52:55 pm|tayl6745|70.30.3.66|bas3-malton22-1176372034.dsl.bell.ca
December 6, 2010, 3:53:48 pm|wong7050|172.21.24.23|172.21.24.23
December 6, 2010, 3:57:34 pm|vazi7100|172.21.23.4|172.21.23.4
December 6, 2010, 4:10:01 pm|sriu9920|99.235.196.161|CPE0026f30c2ff0-CM0026f30c2fed.cpe.net.cable.rogers.com
December 6, 2010, 4:10:19 pm|faub5380|99.235.202.167|CPE0018f327e66f-CM0014e8267c02.cpe.net.cable.rogers.com
December 6, 2010, 4:12:46 pm|edey0330|174.113.83.28|CPE001cf0f6acec-CM00194747f160.cpe.net.cable.rogers.com
December 6, 2010, 4:17:53 pm|brus7340|172.21.19.104|172.21.19.104
December 6, 2010, 4:21:48 pm|jaro0050|172.20.19.237|172.20.19.237
December 6, 2010, 4:22:36 pm|houd5050|173.206.12.146|dsl-173-206-12-146.tor.primus.ca
December 6, 2010, 4:25:50 pm|mcin4810|99.255.150.108|CPE0026f30dc183-CM0026f30dc17f.cpe.net.cable.rogers.com
December 6, 2010, 4:25:52 pm|hoxx4450|70.27.24.89|bas1-kitchener09-1176180825.dsl.bell.ca
December 6, 2010, 4:28:14 pm|roac7610|70.27.27.238|bas1-kitchener09-1176181742.dsl.bell.ca
December 6, 2010, 4:41:26 pm|laue0280|172.20.2.35|172.20.2.35
December 6, 2010, 4:48:59 pm|fost2880|216.59.224.125|224-125.SPEEDe.golden.net
December 6, 2010, 5:17:38 pm|moss2820|173.32.146.110|CPE0026f3382a2d-CM0026f3382a29.cpe.net.cable.rogers.com
December 6, 2010, 5:17:58 pm|laug5980|172.21.29.247|172.21.29.247
December 6, 2010, 5:53:23 pm|plin9700|173.33.40.238|CPE0026f30683ed-CM0026f30683e9.cpe.net.cable.rogers.com
December 6, 2010, 6:03:18 pm|slat6270|98.143.101.2|98.143.101.2
December 6, 2010, 6:05:26 pm|bhus9880|172.21.25.112|172.21.25.112
December 6, 2010, 6:12:57 pm|char0150|216.249.58.121|216.249.58.121
December 6, 2010, 6:16:35 pm|brow4920|216.59.248.18|node-2066.tor.pppoe.execulink.com
December 6, 2010, 6:23:06 pm|khos4440|174.113.182.187|CPE001e33f5f762-CM0019475af706.cpe.net.cable.rogers.com
December 6, 2010, 6:54:25 pm|anga6150|172.21.19.238|172.21.19.238
December 6, 2010, 7:19:52 pm|wats1980|172.21.24.141|172.21.24.141
December 6, 2010, 7:34:27 pm|russ5670|172.21.29.57|172.21.29.57
